point_id,date,lat,lon,pop_density,dist_market_m,land_use,road_density,shops_count,rainfall_mm,holiday,hours_since_pickup,prev_day_qty,avg_7day_qty,garbage_qty_kg
0,2026-01-01,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,12.022300234864176,0,4,114.0,114.0,88.31325614065047
0,2026-01-02,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,3.6680901970686763,0,13,88.31325614065047,88.31325614065047,83.02155412024993
0,2026-01-03,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,0.14132610439434812,0,18,83.02155412024993,83.02155412024993,50.02987432158972
0,2026-01-04,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,19.475110376829182,0,16,50.02987432158972,50.02987432158972,60.660336843335145
0,2026-01-05,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,15.703519227860273,0,20,60.660336843335145,60.660336843335145,62.42884812986763
0,2026-01-06,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,17.198808134726413,0,8,62.42884812986763,62.42884812986763,61.71878703564458
0,2026-01-07,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,1.3010318597055903,0,5,61.71878703564458,61.71878703564458,62.59053006455811
0,2026-01-08,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,0.3193250444042839,0,3,62.59053006455811,62.59053006455811,68.80886146623338
0,2026-01-09,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,8.803049874792027,0,8,68.80886146623338,68.80886146623338,77.1955988187104
0,2026-01-10,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,7.821212151464816,0,19,77.1955988187104,77.1955988187104,74.65654843852042
0,2026-01-11,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,6.2342215217882195,0,7,74.65654843852042,74.65654843852042,72.63192703589523
0,2026-01-12,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,16.84569549189997,0,13,72.63192703589523,72.63192703589523,54.2529868128101
0,2026-01-13,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,17.896547008552975,1,15,54.2529868128101,54.2529868128101,56.08792628621211
0,2026-01-14,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,10.416685200516474,0,9,56.08792628621211,56.08792628621211,70.14701303603337
0,2026-01-15,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,14.946402202747617,0,16,70.14701303603337,70.14701303603337,62.089820112022146
0,2026-01-16,28.344944814261684,79.49260714596149,14964,1688,commercial,2.403950683025824,10,10.85392166316497,0,10,62.089820112022146,62.089820112022146,72.43311432940244
